rho,lambda_factor,log_Lambda,b2_certificate,ball_radius,S0_Ymax,S0_exit,S1_exit,phi0_lower,phi_correction_sup,phi_lower,endpoint_phi_error,endpoint_DXphi_error,unperturbed_azimuthal_shear,perturbed_azimuthal_shear,endpoint_cex,log_C_chosen,log_C_required_axial,log_C_axial_margin,phi_positive,azimuthal_branch_certified,axial_branch_certified,B19_certified,proposition_b3_certificate
1.0000000000000001e-05,10000000000000000,182.12914184807013,0,1,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,1e+17,184.4317269410642,0,1,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,1e+18,186.73431203405823,0,1,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,1e+19,189.03689712705227,0,1,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,1e+20,191.33948222004634,0,1,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,1e+21,193.64206731304037,1,3687838.3238751525,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,1e+22,195.94465240603441,1,141645.38940449394,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,9.9999999999999992e+22,198.24723749902847,1,13342.743177127924,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,9.9999999999999998e+23,200.54982259202251,1,1326.5778016335739,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,9.9999999999999988e+24,202.85240768501654,1,132.58130307634582,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,9.9999999999999988e+25,205.15499277801061,1,13.257366021715171,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,9.9999999999999988e+26,207.45757787100464,1,1.3257289597969639,1.0565403893938534,1.0550188771985236,0.060698879372524904,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,0
1.0000000000000001e-05,9.9999999999999996e+27,209.76016296399868,1,0.13257281955643541,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,0.14006853839719732,0.12493146160280269,0.13986682723547295,0.0080470215823315837,3.326818903256771,2.1377719980377492,0.1377719980377492,5.7026137929827761e+93,8.3398243375995614e+90,5.6942739686451762e+93,1,1,1,1,1
